disease,gene_symbol,gene_full_name
Sinoatrial node dysfunction and deafness,CACNA1D,calcium voltage-gated channel subunit alpha1 D
Multiple paragangliomas associated with polycythemia,EPAS1,endothelial PAS domain protein 1
T-cell immunodeficiency with epidermodysplasia verruciformis,RHOH,ras homolog family member H
PRDM8-related progressive myoclonus epilepsy,PRDM8,PR/SET domain 8
Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency,GRM1,glutamate metabotropic receptor 1
MT-ATP6-related mitochondrial spastic paraplegia,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6
Autosomal dominant spastic paraplegia type 41,SPG41,spastic paraplegia 41 (autosomal dominant)
Autosomal recessive spastic paraplegia type 43,C19ORF12,chromosome 19 open reading frame 12
Autosomal dominant spastic paraplegia type 36,SPG36,spastic paraplegia 36 (autosomal dominant)
Autosomal recessive spastic paraplegia type 54,DDHD2,DDHD domain containing 2
Autosomal recessive spastic paraplegia type 55,MTRFR,mitochondrial translation release factor in rescue
Autosomal recessive spastic paraplegia type 46,GBA2,glucosylceramidase beta 2
Hereditary sensory and autonomic neuropathy due to TECPR2 mutation,TECPR2,tectonin beta-propeller repeat containing 2
Autosomal recessive spastic paraplegia type 44,GJC2,gap junction protein gamma 2
Autosomal recessive spastic paraplegia type 45,NT5C2,"5'-nucleotidase, cytosolic II"
Autosomal recessive spastic paraplegia type 56,CYP2U1,cytochrome P450 family 2 subfamily U member 1
Spastic paraplegia-optic atrophy-neuropathy syndrome,FLRT1,fibronectin leucine rich transmembrane protein 1
Spastic paraplegia-optic atrophy-neuropathy syndrome,KLC2,kinesin light chain 2
Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency,IFNGR2,interferon gamma receptor 2
Combined oxidative phosphorylation defect type 14,FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial"
Combined oxidative phosphorylation defect type 15,MTFMT,mitochondrial methionyl-tRNA formyltransferase
Combined oxidative phosphorylation defect type 9,MRPL3,mitochondrial ribosomal protein L3
Combined oxidative phosphorylation defect type 13,PNPT1,polyribonucleotide nucleotidyltransferase 1
Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency,IFNGR2,interferon gamma receptor 2
Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency,STAT1,signal transducer and activator of transcription 1
Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency,IFNGR2,interferon gamma receptor 2
Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency,IFNGR1,interferon gamma receptor 1
Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,ISG15,ISG15 ubiquitin like modifier
Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency,IFNGR1,interferon gamma receptor 1
Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency,IL12RB1,interleukin 12 receptor subunit beta 1
Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency,IL12B,interleukin 12B
Constitutional megaloblastic anemia with severe neurologic disease,DHFR,dihydrofolate reductase
PGM1-CDG,PGM1,phosphoglucomutase 1
Retinal macular dystrophy type 2,PROM1,prominin 1
Amyloidosis cutis dyschromia,GPNMB,glycoprotein nmb
X-linked mendelian susceptibility to mycobacterial diseases,CYBB,cytochrome b-245 beta chain
Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency,IRF8,interferon regulatory factor 8
Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome,COQ9,coenzyme Q9
Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome,COQ7,"coenzyme Q7, hydroxylase"
"Microcephalic primordial dwarfism, Dauber type",NIN,ninein
Alazami syndrome,LARP7,"La ribonucleoprotein 7, transcriptional regulator"
Papillary renal cell carcinoma,MET,"MET proto-oncogene, receptor tyrosine kinase"
Papillary renal cell carcinoma,MITF,melanocyte inducing transcription factor
Chromophobe renal cell carcinoma,HNF1A,HNF1 homeobox A
MiT family translocation renal cell carcinoma,PRCC,proline rich mitotic checkpoint control factor
MiT family translocation renal cell carcinoma,TFE3,transcription factor binding to IGHM enhancer 3
MiT family translocation renal cell carcinoma,ASPSCR1,"ASPSCR1 tether for SLC2A4, UBX domain containing"
MiT family translocation renal cell carcinoma,TFEB,transcription factor EB
MiT family translocation renal cell carcinoma,CLTC,clathrin heavy chain
MiT family translocation renal cell carcinoma,SFPQ,splicing factor proline and glutamine rich
MiT family translocation renal cell carcinoma,NONO,non-POU domain containing octamer binding
Autosomal recessive myogenic arthrogryposis multiplex congenita,SYNE1,spectrin repeat containing nuclear envelope protein 1
Carney complex-trismus-pseudocamptodactyly syndrome,MYH8,myosin heavy chain 8
Familial papillary or follicular thyroid carcinoma,MINPP1,multiple inositol-polyphosphate phosphatase 1
Familial papillary or follicular thyroid carcinoma,FOXE1,forkhead box E1
Familial papillary or follicular thyroid carcinoma,HABP2,hyaluronan binding protein 2
Acute myeloid leukemia with CEBPA somatic mutations,CEBPA,CCAAT enhancer binding protein alpha
Combined oxidative phosphorylation defect type 8,AARS2,"alanyl-tRNA synthetase 2, mitochondrial"
Inherited acute myeloid leukemia,CEBPA,CCAAT enhancer binding protein alpha
Inherited acute myeloid leukemia,TGM6,transglutaminase 6
Inherited acute myeloid leukemia,ERCC6L2,ERCC excision repair 6 like 2
Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations,BRCA2,BRCA2 DNA repair associated
Autosomal recessive spastic paraplegia type 53,VPS37A,VPS37A subunit of ESCRT-I
Congenital myopathy with internal nuclei and atypical cores,CCDC78,coiled-coil domain containing 78
Familial cortical myoclonus,NOL3,nucleolar protein 3
Diencephalic-mesencephalic junction dysplasia,GSX2,GS homeobox 2
Diencephalic-mesencephalic junction dysplasia,PCDH12,protocadherin 12
Wiedemann-Steiner syndrome,KMT2A,lysine methyltransferase 2A
Combined immunodeficiency due to ORAI1 deficiency,ORAI1,ORAI calcium release-activated calcium modulator 1
Severe combined immunodeficiency due to DNA-PKcs deficiency,PRKDC,"protein kinase, DNA-activated, catalytic subunit"
Combined immunodeficiency due to STIM1 deficiency,STIM1,stromal interaction molecule 1
Common variable immunodeficiency phenotype due to IKAROS functional haploinsufficiency,IKZF1,IKAROS family zinc finger 1
XMEN,MAGT1,magnesium transporter 1
"Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form",CYP21A2,cytochrome P450 family 21 subfamily A member 2
"Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form",CYP21A2,cytochrome P450 family 21 subfamily A member 2
X-linked non progressive cerebellar ataxia,ATP2B3,ATPase plasma membrane Ca2+ transporting 3
Primary hypereosinophilic syndrome,FGFR1,fibroblast growth factor receptor 1
Primary hypereosinophilic syndrome,FIP1L1,factor interacting with PAPOLA and CPSF1
Primary hypereosinophilic syndrome,PDGFRA,platelet derived growth factor receptor alpha
Primary hypereosinophilic syndrome,PDGFRB,platelet derived growth factor receptor beta
Primary hypereosinophilic syndrome,ETV6,ETS variant transcription factor 6
Mild Canavan disease,ASPA,aspartoacylase
Severe Canavan disease,ASPA,aspartoacylase
Cerebrofacioarticular syndrome,DCHS1,dachsous cadherin-related 1
Cerebrofacioarticular syndrome,FAT4,FAT atypical cadherin 4
TMEM165-CDG,TMEM165,transmembrane protein 165
Combined immunodeficiency due to STK4 deficiency,STK4,serine/threonine kinase 4
Variant ABeta2M amyloidosis,B2M,beta-2-microglobulin
Non-progressive cerebellar ataxia with intellectual disability,CAMTA1,calmodulin binding transcription activator 1
Non-progressive cerebellar ataxia with intellectual disability,POU4F1,POU class 4 homeobox 1
Segmental progressive overgrowth syndrome with fibroadipose hyperplasia,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
Severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion,PURA,purine rich element binding protein A
CLN11 disease,GRN,granulin precursor
Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency,MTO1,mitochondrial tRNA translation optimization 1
CLN12 disease,ATP13A2,ATPase cation transporting 13A2
Short stature due to partial GHR deficiency,GHR,growth hormone receptor
Short stature due to GHSR deficiency,GHSR,growth hormone secretagogue receptor
Familial isolated pituitary adenoma,CDH23,cadherin related 23
Familial isolated pituitary adenoma,AIP,AHR interacting HSP90 co-chaperone
Silent pituitary adenoma,MEN1,menin 1
Silent pituitary adenoma,AIP,AHR interacting HSP90 co-chaperone
Null pituitary adenoma,MEN1,menin 1
Null pituitary adenoma,AIP,AHR interacting HSP90 co-chaperone
SHOX-related short stature,SHOX,SHOX homeobox
Lethal arteriopathy syndrome due to fibulin-4 deficiency,EFEMP2,EGF-like fibulin extracellular matrix protein 2
Atypical dentin dysplasia due to SMOC2 deficiency,SMOC2,SPARC related modular calcium binding 2
Ataxia-telangiectasia variant,ATM,ATM serine/threonine kinase
"Primary dystonia, DYT17 type",DYT17,dystonia 17
Oculocutaneous albinism type 6,SLC24A5,solute carrier family 24 member 5
Small cell carcinoma of the ovary,SMARCA4,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4
Peripheral primitive neuroectodermal tumor,FLI1,"Fli-1 proto-oncogene, ETS transcription factor"
Extraskeletal Ewing sarcoma,ERG,ETS transcription factor ERG
Extraskeletal Ewing sarcoma,EWSR1,EWS RNA binding protein 1
Extraskeletal Ewing sarcoma,FLI1,"Fli-1 proto-oncogene, ETS transcription factor"
Extraskeletal Ewing sarcoma,SMARCA5,SNF2 related chromatin remodeling ATPase 5
Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome,LAMA1,laminin subunit alpha 1
Acute myeloid leukemia with t(8;16)(p11;p13) translocation,CREBBP,CREB binding lysine acetyltransferase
Acute myeloid leukemia with t(8;16)(p11;p13) translocation,KAT6A,lysine acetyltransferase 6A
"Spondyloepimetaphyseal dysplasia, Isidor-Toutain type",RPL13,ribosomal protein L13
Acute infantile liver failure-multisystemic involvement syndrome,LARS1,leucyl-tRNA synthetase 1
Muscle-eye-brain disease with bilateral multicystic leucodystrophy,DAG1,dystroglycan 1
STT3A-CDG,STT3A,STT3 oligosaccharyltransferase complex catalytic subunit A
STT3B-CDG,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B
SSR4-CDG,SSR4,signal sequence receptor subunit 4
XYLT1-CDG,XYLT1,xylosyltransferase 1
Congenital muscular dystrophy with cerebellar involvement,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"
Congenital muscular dystrophy with cerebellar involvement,POMT1,protein O-mannosyltransferase 1
Congenital muscular dystrophy with cerebellar involvement,POMT2,protein O-mannosyltransferase 2
Congenital muscular dystrophy with cerebellar involvement,FKRP,fukutin related protein
Congenital muscular dystrophy with cerebellar involvement,POMK,protein O-mannose kinase
Congenital muscular dystrophy with cerebellar involvement,GMPPB,GDP-mannose pyrophosphorylase B
Congenital muscular dystrophy with intellectual disability,POMT1,protein O-mannosyltransferase 1
Congenital muscular dystrophy with intellectual disability,POMT2,protein O-mannosyltransferase 2
Congenital muscular dystrophy with intellectual disability,FKRP,fukutin related protein
Congenital muscular dystrophy with intellectual disability,LARGE1,LARGE xylosyl- and glucuronyltransferase 1
Congenital muscular dystrophy with intellectual disability,GMPPB,GDP-mannose pyrophosphorylase B
Congenital muscular dystrophy without intellectual disability,POMT1,protein O-mannosyltransferase 1
Congenital muscular dystrophy without intellectual disability,FKTN,fukutin
Congenital muscular dystrophy without intellectual disability,FKRP,fukutin related protein
Congenital muscular dystrophy without intellectual disability,CRPPA,CDP-L-ribitol pyrophosphorylase A
GM3 synthase deficiency,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
Autism spectrum disorder-epilepsy-arthrogryposis syndrome,SLC35A3,solute carrier family 35 member A3
Primary hyperaldosteronism-seizures-neurological abnormalities syndrome,CACNA1D,calcium voltage-gated channel subunit alpha1 D
Pontocerebellar hypoplasia type 9,AMPD2,adenosine monophosphate deaminase 2
CADDS,ABCD1,ATP binding cassette subfamily D member 1
CADDS,BCAP31,B cell receptor associated protein 31
Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,BCAP31,B cell receptor associated protein 31
"Methylmalonic acidemia with homocystinuria, type cblJ",ABCD4,ATP binding cassette subfamily D member 4
Microcornea-myopic chorioretinal atrophy-telecanthus syndrome,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18
"Methylmalonic acidemia with homocystinuria, type cblX",HCFC1,host cell factor C1
Severe dermatitis-multiple allergies-metabolic wasting syndrome,DSP,desmoplakin
Severe dermatitis-multiple allergies-metabolic wasting syndrome,DSG1,desmoglein 1
Focal palmoplantar keratoderma with joint keratoses,DSG1,desmoglein 1
Diffuse palmoplantar keratoderma with painful fissures,DSG1,desmoglein 1
Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome,PIGT,phosphatidylinositol glycan anchor biosynthesis class T
TRAPPC11-related limb-girdle muscular dystrophy R18,TRAPPC11,trafficking protein particle complex subunit 11
Intellectual disability-hyperkinetic movement-truncal ataxia syndrome,TRAPPC11,trafficking protein particle complex subunit 11
Congenital neutropenia-myelofibrosis-nephromegaly syndrome,VPS45,vacuolar protein sorting 45 homolog
Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,TRNT1,tRNA nucleotidyl transferase 1
Autosomal recessive intermediate Charcot-Marie-Tooth disease type C,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5
Obesity due to SIM1 deficiency,SIM1,SIM bHLH transcription factor 1
2p21 microdeletion syndrome without cystinuria,PREPL,prolyl endopeptidase like
2p21 microdeletion syndrome without cystinuria,CAMKMT,calmodulin-lysine N-methyltransferase
Developmental delay-facial dysmorphism syndrome due to MED13L deficiency,MED13L,mediator complex subunit 13L
"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies",FBXL4,F-box and leucine rich repeat protein 4
Combined oxidative phosphorylation defect type 17,ELAC2,elaC ribonuclease Z 2
Infantile epileptic-dyskinetic encephalopathy,ARX,aristaless related homeobox
Severe early-childhood-onset retinal dystrophy,RPE65,retinoid isomerohydrolase RPE65
Severe early-childhood-onset retinal dystrophy,LCA5,lebercilin LCA5
Severe early-childhood-onset retinal dystrophy,LRAT,lecithin retinol acyltransferase
Severe early-childhood-onset retinal dystrophy,SPATA7,spermatogenesis associated 7
ALK-positive large B-cell lymphoma,ALK,ALK receptor tyrosine kinase
X-linked intellectual disability due to GRIA3 mutations,GRIA3,glutamate ionotropic receptor AMPA type subunit 3
Infantile Refsum disease,PEX2,peroxisomal biogenesis factor 2
Infantile Refsum disease,PEX1,peroxisomal biogenesis factor 1
Infantile Refsum disease,PEX10,peroxisomal biogenesis factor 10
Infantile Refsum disease,PEX12,peroxisomal biogenesis factor 12
Infantile Refsum disease,PEX13,peroxisomal biogenesis factor 13
Infantile Refsum disease,PEX14,peroxisomal biogenesis factor 14
Infantile Refsum disease,PEX16,peroxisomal biogenesis factor 16
Infantile Refsum disease,PEX19,peroxisomal biogenesis factor 19
Infantile Refsum disease,PEX26,peroxisomal biogenesis factor 26
Infantile Refsum disease,PEX3,peroxisomal biogenesis factor 3
Infantile Refsum disease,PEX5,peroxisomal biogenesis factor 5
Infantile Refsum disease,PEX6,peroxisomal biogenesis factor 6
